PROP_OBJECT_IDENTIFIER,PROP_OBJECT_NAME,PROP_DESCRIPTION
OBJECT_BINARY_VALUE_3000565,NAE08/FC-1.NAE8-T1-FEC48.HTG-EN,Heating isAvailable
OBJECT_BINARY_VALUE_3000567,NAE08/FC-1.NAE8-T1-FEC48.CLG-EN,Cooling isAvailable
OBJECT_BINARY_VALUE_3000569,NAE08/FC-1.NAE8-T1-FEC48.TUNING-RESET,Application Tuning Reset
OBJECT_BINARY_VALUE_3000582,NAE08/FC-1.NAE8-T1-FEC49.HTG-EN,Heating isAvailable
OBJECT_BINARY_VALUE_3000584,NAE08/FC-1.NAE8-T1-FEC49.CLG-EN,Cooling isAvailable
OBJECT_BINARY_VALUE_3000586,NAE08/FC-1.NAE8-T1-FEC49.TUNING-RESET,Application Tuning Reset
OBJECT_BINARY_VALUE_3000599,NAE08/FC-1.NAE8-T1-FEC50.HTG-EN,Heating isAvailable
OBJECT_BINARY_VALUE_3000601,NAE08/FC-1.NAE8-T1-FEC50.CLG-EN,Cooling isAvailable
OBJECT_BINARY_VALUE_3000603,NAE08/FC-1.NAE8-T1-FEC50.TUNING-RESET,Application Tuning Reset
OBJECT_BINARY_VALUE_3000616,NAE08/FC-1.NAE8-T1-FEC51.HTG-EN,Heating isAvailable
OBJECT_BINARY_VALUE_3000618,NAE08/FC-1.NAE8-T1-FEC51.CLG-EN,Cooling isAvailable
OBJECT_BINARY_VALUE_3000620,NAE08/FC-1.NAE8-T1-FEC51.TUNING-RESET,Application Tuning Reset
OBJECT_BINARY_VALUE_3000633,NAE08/FC-1.NAE8-T1-FEC52.HTG-EN,Heating isAvailable
OBJECT_BINARY_VALUE_3000635,NAE08/FC-1.NAE8-T1-FEC52.CLG-EN,Cooling isAvailable
OBJECT_BINARY_VALUE_3000637,NAE08/FC-1.NAE8-T1-FEC52.TUNING-RESET,Application Tuning Reset
OBJECT_BINARY_VALUE_3000650,NAE08/FC-1.NAE8-T1-FEC53.HTG-EN,Heating isAvailable
OBJECT_BINARY_VALUE_3000652,NAE08/FC-1.NAE8-T1-FEC53.CLG-EN,Cooling isAvailable
OBJECT_BINARY_VALUE_3000654,NAE08/FC-1.NAE8-T1-FEC53.TUNING-RESET,Application Tuning Reset
OBJECT_BINARY_VALUE_3000667,NAE08/FC-1.NAE8-T1-FEC54.HTG-EN,Heating isAvailable
OBJECT_BINARY_VALUE_3000669,NAE08/FC-1.NAE8-T1-FEC54.CLG-EN,Cooling isAvailable
OBJECT_BINARY_VALUE_3000671,NAE08/FC-1.NAE8-T1-FEC54.TUNING-RESET,Application Tuning Reset
OBJECT_BINARY_VALUE_3000684,NAE08/FC-1.NAE8-T1-FEC55.HTG-EN,Heating isAvailable
OBJECT_BINARY_VALUE_3000686,NAE08/FC-1.NAE8-T1-FEC55.CLG-EN,Cooling isAvailable
OBJECT_BINARY_VALUE_3000688,NAE08/FC-1.NAE8-T1-FEC55.TUNING-RESET,Application Tuning Reset
OBJECT_BINARY_VALUE_3000701,NAE08/FC-1.NAE8-T1-FEC56.HTG-EN,Heating isAvailable
OBJECT_BINARY_VALUE_3000703,NAE08/FC-1.NAE8-T1-FEC56.CLG-EN,Cooling isAvailable
OBJECT_BINARY_VALUE_3000705,NAE08/FC-1.NAE8-T1-FEC56.TUNING-RESET,Application Tuning Reset
OBJECT_BINARY_VALUE_3000709,NAE08/FC-1.NAE8-T1-VMA44.AUTOCAL-C,Autocalibrate
OBJECT_BINARY_VALUE_3000716,NAE08/FC-1.NAE8-T1-VMA57.AUTOCAL-C,Autocalibrate
OBJECT_BINARY_VALUE_3000723,NAE08/FC-1.NAE8-T1-VMA73.AUTOCAL-C,Autocalibrate
OBJECT_BINARY_VALUE_3001036,NAE08/FC-1.9-UP-86.TUNING-RESET,Application Tuning Reset
OBJECT_BINARY_VALUE_3001038,NAE08/FC-1.9-UP-86.CLG-EN,Cooling isAvailable
OBJECT_BINARY_VALUE_3001040,NAE08/FC-1.9-UP-86.HTG-EN,Heating isAvailable
OBJECT_BINARY_VALUE_3001056,NAE08/FC-1.9-UP-85.TUNING-RESET,Application Tuning Reset
OBJECT_BINARY_VALUE_3001058,NAE08/FC-1.9-UP-85.CLG-EN,Cooling isAvailable
OBJECT_BINARY_VALUE_3001070,NAE08/FC-1.9-UP-84.CLG-EN,Cooling isAvailable
OBJECT_BINARY_VALUE_3001071,NAE08/FC-1.9-UP-84.HTG-EN,Heating isAvailable
OBJECT_BINARY_VALUE_3001082,NAE08/FC-1.9-UP-83.CLG-EN,Cooling isAvailable
OBJECT_BINARY_VALUE_3001083,NAE08/FC-1.9-UP-83.HTG-EN,Heating isAvailable
OBJECT_BINARY_VALUE_3001222,NAE08/FC-1.9-UP-87.AUTOCAL-C,Autocalibrate
OBJECT_BINARY_VALUE_3001692,NAE08/FC-1.7-UP-90.TUNING-RESET,Tuning Reset
OBJECT_BINARY_VALUE_3001734,NAE08/FC-1.7-UP-91.TUNING-RESET,Tuning Reset
OBJECT_BINARY_VALUE_3001778,NAE08/FC-1.7-UP-92.TUNING-RESET,Tuning Reset
OBJECT_BINARY_VALUE_3002152,NAE08/Programming.Alarm Shutdown,
OBJECT_BINARY_VALUE_3002195,NAE08/FC-1.8-UP-100.CLG-EN,CLG Enable
OBJECT_BINARY_VALUE_3002196,NAE08/FC-1.8-UP-100.HTG-EN,Heating Enable
OBJECT_BINARY_VALUE_3002466,NAE08/FC-1.9-UP-88.TUNING-RESET,Application Tuning Reset
OBJECT_BINARY_VALUE_3002467,NAE08/FC-1.9-UP-88.AUTOCAL-C,Autocalibrate
OBJECT_BINARY_VALUE_3002500,NAE08/FC-1.9-UP-88.PFRESTART-EN,Power Fail Restart Enable
OBJECT_BINARY_VALUE_3002539,NAE08/FC-1.8-UP-101.CLG-EN,Cooling Enable
OBJECT_BINARY_VALUE_3002540,NAE08/FC-1.8-UP-101.HTG-EN,Heating Enable
OBJECT_BINARY_VALUE_3002622,NAE08/FC-1.7-UP-93.TUNING-RESET,Application Tuning Reset
OBJECT_BINARY_VALUE_3003426,NAE08/FC-1.9-UP-89.AUTOCAL-C,Autocalibrate
OBJECT_BINARY_VALUE_3003811,NAE08/FC-1.8-UP-102.CLG-EN,Cooling isAvailable
OBJECT_BINARY_VALUE_3003812,NAE08/FC-1.8-UP-102.HTG-EN,Heating isAvailable
OBJECT_BINARY_VALUE_3004317,NAE08/FC-1.NAE8-T1-FEC45.DAT-SP RST by OAT or ZONE-T,CS Input (Boolean)
OBJECT_BINARY_VALUE_3004320,NAE08/FC-1.NAE8-T1-FEC45.Econ Available,CS Input (Boolean)
OBJECT_BINARY_VALUE_3004340,NAE08/FC-1.NAE8-T1-FEC58.DAT-SP RST by OAT or ZONE-T,CS Input (Boolean)
OBJECT_BINARY_VALUE_3004343,NAE08/FC-1.NAE8-T1-FEC58.Econ Available,CS Input (Boolean)
OBJECT_BINARY_VALUE_3004362,NAE08/FC-1.NAE8-T1-FEC81.DAT-SP RST by OAT or ZONE-T,CS Input (Boolean)
OBJECT_BINARY_VALUE_3004365,NAE08/FC-1.NAE8-T1-FEC81.Econ Available,CS Input (Boolean)
OBJECT_PROGRAM_3000801,NAE08/Programming.Htg Enable Floors 7-9,
OBJECT_PROGRAM_3001151,NAE08/Programming.Fresh Air Tracking 7-9,
OBJECT_PROGRAM_3002561,NAE08/Programming.7-CU CO2 Zone A,
OBJECT_SCHEDULE_3001137,NAE08/Schedule.CU 9 Sched,
OBJECT_SCHEDULE_3001854,NAE08/Schedule.CU-07,
OBJECT_SCHEDULE_3001855,NAE08/Schedule.CU-08,
OBJECT_SCHEDULE_3002514,NAE08/Schedule.SNC FPTU Sched,
OBJECT_SCHEDULE_3002574,NAE08/Schedule.9th FLR SA-T,
OBJECT_MULTI_STATE_VALUE_3000052,NAE08/FC-1.NAE08-T1-FEC70.Z2-OCC-MODE,Occupancy Status Display
OBJECT_MULTI_STATE_VALUE_3000055,NAE08/FC-1.NAE08-T1-FEC70.Z1-OCC-MODE,Occupancy Status Display
OBJECT_MULTI_STATE_VALUE_3000057,NAE08/FC-1.NAE08-T1-FEC70.OCC-SCHEDULE,Occupancy Schedule
OBJECT_MULTI_STATE_VALUE_3000069,NAE08/FC-1.NAE8-T1-FEC71.Z2-OCC-MODE,Occupancy Status Display
OBJECT_MULTI_STATE_VALUE_3000072,NAE08/FC-1.NAE8-T1-FEC71.Z1-OCC-MODE,Occupancy Status Display
OBJECT_MULTI_STATE_VALUE_3000074,NAE08/FC-1.NAE8-T1-FEC71.OCC-SCHEDULE,Occupancy Schedule
OBJECT_MULTI_STATE_VALUE_3000086,NAE08/FC-1.NAE8-T1-FEC72.Z2-OCC-MODE,Occupancy Status Display
OBJECT_MULTI_STATE_VALUE_3000089,NAE08/FC-1.NAE8-T1-FEC72.Z1-OCC-MODE,Occupancy Status Display
OBJECT_MULTI_STATE_VALUE_3000091,NAE08/FC-1.NAE8-T1-FEC72.OCC-SCHEDULE,Occupancy Schedule
OBJECT_MULTI_STATE_VALUE_3000103,NAE08/FC-1.NAE8-T1-FEC73.Z2-OCC-MODE,Occupancy Status Display
OBJECT_MULTI_STATE_VALUE_3000106,NAE08/FC-1.NAE8-T1-FEC73.Z1-OCC-MODE,Occupancy Status Display
OBJECT_MULTI_STATE_VALUE_3000108,NAE08/FC-1.NAE8-T1-FEC73.OCC-SCHEDULE,Occupancy Schedule
OBJECT_MULTI_STATE_VALUE_3000120,NAE08/FC-1.NAE8-T1-FEC74.Z2-OCC-MODE,Occupancy Status Display
OBJECT_MULTI_STATE_VALUE_3000123,NAE08/FC-1.NAE8-T1-FEC74.Z1-OCC-MODE,Occupancy Status Display
OBJECT_MULTI_STATE_VALUE_3000125,NAE08/FC-1.NAE8-T1-FEC74.OCC-SCHEDULE,Occupancy Schedule
OBJECT_MULTI_STATE_VALUE_3000137,NAE08/FC-1.NAE8-T1-FEC75.Z2-OCC-MODE,Occupancy Status Display
OBJECT_MULTI_STATE_VALUE_3000140,NAE08/FC-1.NAE8-T1-FEC75.Z1-OCC-MODE,Occupancy Status Display
OBJECT_MULTI_STATE_VALUE_3000142,NAE08/FC-1.NAE8-T1-FEC75.OCC-SCHEDULE,Occupancy Schedule
OBJECT_MULTI_STATE_VALUE_3000154,NAE08/FC-1.NAE8-T1-FEC76.Z2-OCC-MODE,Occupancy Status Display
OBJECT_MULTI_STATE_VALUE_3000157,NAE08/FC-1.NAE8-T1-FEC76.Z1-OCC-MODE,Occupancy Status Display
OBJECT_MULTI_STATE_VALUE_3000159,NAE08/FC-1.NAE8-T1-FEC76.OCC-SCHEDULE,Occupancy Schedule
OBJECT_MULTI_STATE_VALUE_3000171,NAE08/FC-1.NAE8-T1-FEC77.Z2-OCC-MODE,Occupancy Status Display
OBJECT_MULTI_STATE_VALUE_3000174,NAE08/FC-1.NAE8-T1-FEC77.Z1-OCC-MODE,Occupancy Status Display
OBJECT_MULTI_STATE_VALUE_3000176,NAE08/FC-1.NAE8-T1-FEC77.OCC-SCHEDULE,Occupancy Schedule
OBJECT_MULTI_STATE_VALUE_3000188,NAE08/FC-1.NAE8-T1-FEC78.Z2-OCC-MODE,Occupancy Status Display
OBJECT_MULTI_STATE_VALUE_3000191,NAE08/FC-1.NAE8-T1-FEC78.Z1-OCC-MODE,Occupancy Status Display
OBJECT_MULTI_STATE_VALUE_3000193,NAE08/FC-1.NAE8-T1-FEC78.OCC-SCHEDULE,Occupancy Schedule
OBJECT_MULTI_STATE_VALUE_3000205,NAE08/FC-1.NAE8-T1-FEC79.Z2-OCC-MODE,Occupancy Status Display
OBJECT_MULTI_STATE_VALUE_3000208,NAE08/FC-1.NAE8-T1-FEC79.Z1-OCC-MODE,Occupancy Status Display
OBJECT_MULTI_STATE_VALUE_3000210,NAE08/FC-1.NAE8-T1-FEC79.OCC-SCHEDULE,Occupancy Schedule
OBJECT_MULTI_STATE_VALUE_3000222,NAE08/FC-1.NAE8-T1-FEC80.Z2-OCC-MODE,Occupancy Status Display
OBJECT_MULTI_STATE_VALUE_3000225,NAE08/FC-1.NAE8-T1-FEC80.Z1-OCC-MODE,Occupancy Status Display
OBJECT_MULTI_STATE_VALUE_3000227,NAE08/FC-1.NAE8-T1-FEC80.OCC-SCHEDULE,Occupancy Schedule
OBJECT_MULTI_STATE_VALUE_3000258,NAE08/FC-1.NAE8-T1-FEC81.WC-C,WarmupCooldown
OBJECT_MULTI_STATE_VALUE_3000259,NAE08/FC-1.NAE8-T1-FEC81.OCC-SCHEDULE,Occupancy Schedule
OBJECT_MULTI_STATE_VALUE_3000265,NAE08/FC-1.NAE8-T1-FEC81.APP-MODE,Application Mode
OBJECT_MULTI_STATE_VALUE_3000267,NAE08/FC-1.NAE8-T1-FEC81.FIRE-A,CS Input (Enum)
OBJECT_MULTI_STATE_VALUE_3000291,NAE08/FC-1.NAE8-T1-FEC58.WC-C,WarmupCooldown
OBJECT_MULTI_STATE_VALUE_3000292,NAE08/FC-1.NAE8-T1-FEC58.OCC-SCHEDULE,Occupancy Schedule
OBJECT_MULTI_STATE_VALUE_3000298,NAE08/FC-1.NAE8-T1-FEC58.APP-MODE,Application Mode
OBJECT_MULTI_STATE_VALUE_3000300,NAE08/FC-1.NAE8-T1-FEC58.FIRE-A,CS Input (Enum)
OBJECT_MULTI_STATE_VALUE_3000305,NAE08/FC-1.NAE8-T1-FEC59.Z2-OCC-MODE,Occupancy Status Display
OBJECT_MULTI_STATE_VALUE_3000308,NAE08/FC-1.NAE8-T1-FEC59.Z1-OCC-MODE,Occupancy Status Display
OBJECT_MULTI_STATE_VALUE_3000310,NAE08/FC-1.NAE8-T1-FEC59.OCC-SCHEDULE,Occupancy Schedule
OBJECT_MULTI_STATE_VALUE_3000322,NAE08/FC-1.NAE8-T1-FEC60.Z2-OCC-MODE,Occupancy Status Display
OBJECT_MULTI_STATE_VALUE_3000325,NAE08/FC-1.NAE8-T1-FEC60.Z1-OCC-MODE,Occupancy Status Display
OBJECT_MULTI_STATE_VALUE_3000327,NAE08/FC-1.NAE8-T1-FEC60.OCC-SCHEDULE,Occupancy Schedule
OBJECT_MULTI_STATE_VALUE_3000339,NAE08/FC-1.NAE8-T1-FEC61.Z2-OCC-MODE,Occupancy Status Display
OBJECT_MULTI_STATE_VALUE_3000342,NAE08/FC-1.NAE8-T1-FEC61.Z1-OCC-MODE,Occupancy Status Display
OBJECT_MULTI_STATE_VALUE_3000344,NAE08/FC-1.NAE8-T1-FEC61.OCC-SCHEDULE,Occupancy Schedule
OBJECT_MULTI_STATE_VALUE_3000356,NAE08/FC-1.NAE8-T1-FEC62.Z2-OCC-MODE,Occupancy Status Display
OBJECT_MULTI_STATE_VALUE_3000359,NAE08/FC-1.NAE8-T1-FEC62.Z1-OCC-MODE,Occupancy Status Display
OBJECT_MULTI_STATE_VALUE_3000361,NAE08/FC-1.NAE8-T1-FEC62.OCC-SCHEDULE,Occupancy Schedule
OBJECT_MULTI_STATE_VALUE_3000373,NAE08/FC-1.NAE8-T1-FEC63.Z2-OCC-MODE,Occupancy Status Display
OBJECT_MULTI_STATE_VALUE_3000376,NAE08/FC-1.NAE8-T1-FEC63.Z1-OCC-MODE,Occupancy Status Display
OBJECT_MULTI_STATE_VALUE_3000378,NAE08/FC-1.NAE8-T1-FEC63.OCC-SCHEDULE,Occupancy Schedule
OBJECT_MULTI_STATE_VALUE_3000390,NAE08/FC-1.NAE8-T1-FEC64.Z2-OCC-MODE,Occupancy Status Display
OBJECT_MULTI_STATE_VALUE_3000393,NAE08/FC-1.NAE8-T1-FEC64.Z1-OCC-MODE,Occupancy Status Display
OBJECT_MULTI_STATE_VALUE_3000395,NAE08/FC-1.NAE8-T1-FEC64.OCC-SCHEDULE,Occupancy Schedule
OBJECT_MULTI_STATE_VALUE_3000407,NAE08/FC-1.NAE8-T1-FEC65.Z2-OCC-MODE,Occupancy Status Display
OBJECT_MULTI_STATE_VALUE_3000410,NAE08/FC-1.NAE8-T1-FEC65.Z1-OCC-MODE,Occupancy Status Display
OBJECT_MULTI_STATE_VALUE_3000412,NAE08/FC-1.NAE8-T1-FEC65.OCC-SCHEDULE,Occupancy Schedule
OBJECT_MULTI_STATE_VALUE_3000424,NAE08/FC-1.NAE8-T1-FEC66.Z2-OCC-MODE,Occupancy Status Display
OBJECT_MULTI_STATE_VALUE_3000427,NAE08/FC-1.NAE8-T1-FEC66.Z1-OCC-MODE,Occupancy Status Display
OBJECT_MULTI_STATE_VALUE_3000429,NAE08/FC-1.NAE8-T1-FEC66.OCC-SCHEDULE,Occupancy Schedule
OBJECT_MULTI_STATE_VALUE_3000441,NAE08/FC-1.NAE8-T1-FEC67.Z2-OCC-MODE,Occupancy Status Display
OBJECT_MULTI_STATE_VALUE_3000444,NAE08/FC-1.NAE8-T1-FEC67.Z1-OCC-MODE,Occupancy Status Display
OBJECT_MULTI_STATE_VALUE_3000446,NAE08/FC-1.NAE8-T1-FEC67.OCC-SCHEDULE,Occupancy Schedule
OBJECT_MULTI_STATE_VALUE_3000458,NAE08/FC-1.NAE8-T1-FEC68.Z2-OCC-MODE,Occupancy Status Display
OBJECT_MULTI_STATE_VALUE_3000461,NAE08/FC-1.NAE8-T1-FEC68.Z1-OCC-MODE,Occupancy Status Display
OBJECT_MULTI_STATE_VALUE_3000463,NAE08/FC-1.NAE8-T1-FEC68.OCC-SCHEDULE,Occupancy Schedule
OBJECT_MULTI_STATE_VALUE_3000475,NAE08/FC-1.NAE8-T1-FEC69.Z2-OCC-MODE,Occupancy Status Display
OBJECT_MULTI_STATE_VALUE_3000478,NAE08/FC-1.NAE8-T1-FEC69.Z1-OCC-MODE,Occupancy Status Display
OBJECT_MULTI_STATE_VALUE_3000480,NAE08/FC-1.NAE8-T1-FEC69.OCC-SCHEDULE,Occupancy Schedule
OBJECT_MULTI_STATE_VALUE_3000511,NAE08/FC-1.NAE8-T1-FEC45.WC-C,WarmupCooldown
OBJECT_MULTI_STATE_VALUE_3000512,NAE08/FC-1.NAE8-T1-FEC45.OCC-SCHEDULE,Occupancy Schedule
OBJECT_MULTI_STATE_VALUE_3000518,NAE08/FC-1.NAE8-T1-FEC45.APP-MODE,Application Mode
OBJECT_MULTI_STATE_VALUE_3000520,NAE08/FC-1.NAE8-T1-FEC45.FIRE-A,CS Input (Enum)
OBJECT_MULTI_STATE_VALUE_3000525,NAE08/FC-1.NAE8-T1-FEC46.Z2-OCC-MODE,Occupancy Status Display
OBJECT_MULTI_STATE_VALUE_3000528,NAE08/FC-1.NAE8-T1-FEC46.Z1-OCC-MODE,Occupancy Status Display
OBJECT_MULTI_STATE_VALUE_3000530,NAE08/FC-1.NAE8-T1-FEC46.OCC-SCHEDULE,Occupancy Schedule
OBJECT_MULTI_STATE_VALUE_3000542,NAE08/FC-1.NAE8-T1-FEC47.Z2-OCC-MODE,Occupancy Status Display
OBJECT_MULTI_STATE_VALUE_3000545,NAE08/FC-1.NAE8-T1-FEC47.Z1-OCC-MODE,Occupancy Status Display
OBJECT_MULTI_STATE_VALUE_3000547,NAE08/FC-1.NAE8-T1-FEC47.OCC-SCHEDULE,Occupancy Schedule
OBJECT_MULTI_STATE_VALUE_3000559,NAE08/FC-1.NAE8-T1-FEC48.Z2-OCC-MODE,Occupancy Status Display
OBJECT_MULTI_STATE_VALUE_3000562,NAE08/FC-1.NAE8-T1-FEC48.Z1-OCC-MODE,Occupancy Status Display
OBJECT_MULTI_STATE_VALUE_3000564,NAE08/FC-1.NAE8-T1-FEC48.OCC-SCHEDULE,Occupancy Schedule
OBJECT_MULTI_STATE_VALUE_3000576,NAE08/FC-1.NAE8-T1-FEC49.Z2-OCC-MODE,Occupancy Status Display
OBJECT_MULTI_STATE_VALUE_3000579,NAE08/FC-1.NAE8-T1-FEC49.Z1-OCC-MODE,Occupancy Status Display
OBJECT_MULTI_STATE_VALUE_3000581,NAE08/FC-1.NAE8-T1-FEC49.OCC-SCHEDULE,Occupancy Schedule
OBJECT_MULTI_STATE_VALUE_3000593,NAE08/FC-1.NAE8-T1-FEC50.Z2-OCC-MODE,Occupancy Status Display
OBJECT_MULTI_STATE_VALUE_3000596,NAE08/FC-1.NAE8-T1-FEC50.Z1-OCC-MODE,Occupancy Status Display
OBJECT_MULTI_STATE_VALUE_3000598,NAE08/FC-1.NAE8-T1-FEC50.OCC-SCHEDULE,Occupancy Schedule
OBJECT_MULTI_STATE_VALUE_3000610,NAE08/FC-1.NAE8-T1-FEC51.Z2-OCC-MODE,Occupancy Status Display
OBJECT_MULTI_STATE_VALUE_3000613,NAE08/FC-1.NAE8-T1-FEC51.Z1-OCC-MODE,Occupancy Status Display
OBJECT_MULTI_STATE_VALUE_3000615,NAE08/FC-1.NAE8-T1-FEC51.OCC-SCHEDULE,Occupancy Schedule
OBJECT_MULTI_STATE_VALUE_3000627,NAE08/FC-1.NAE8-T1-FEC52.Z2-OCC-MODE,Occupancy Status Display
OBJECT_MULTI_STATE_VALUE_3000630,NAE08/FC-1.NAE8-T1-FEC52.Z1-OCC-MODE,Occupancy Status Display
OBJECT_MULTI_STATE_VALUE_3000632,NAE08/FC-1.NAE8-T1-FEC52.OCC-SCHEDULE,Occupancy Schedule
OBJECT_MULTI_STATE_VALUE_3000644,NAE08/FC-1.NAE8-T1-FEC53.Z2-OCC-MODE,Occupancy Status Display
OBJECT_MULTI_STATE_VALUE_3000647,NAE08/FC-1.NAE8-T1-FEC53.Z1-OCC-MODE,Occupancy Status Display
OBJECT_MULTI_STATE_VALUE_3000649,NAE08/FC-1.NAE8-T1-FEC53.OCC-SCHEDULE,Occupancy Schedule
OBJECT_MULTI_STATE_VALUE_3000661,NAE08/FC-1.NAE8-T1-FEC54.Z2-OCC-MODE,Occupancy Status Display
OBJECT_MULTI_STATE_VALUE_3000664,NAE08/FC-1.NAE8-T1-FEC54.Z1-OCC-MODE,Occupancy Status Display
OBJECT_MULTI_STATE_VALUE_3000666,NAE08/FC-1.NAE8-T1-FEC54.OCC-SCHEDULE,Occupancy Schedule
OBJECT_MULTI_STATE_VALUE_3000678,NAE08/FC-1.NAE8-T1-FEC55.Z2-OCC-MODE,Occupancy Status Display
OBJECT_MULTI_STATE_VALUE_3000681,NAE08/FC-1.NAE8-T1-FEC55.Z1-OCC-MODE,Occupancy Status Display
OBJECT_MULTI_STATE_VALUE_3000683,NAE08/FC-1.NAE8-T1-FEC55.OCC-SCHEDULE,Occupancy Schedule
OBJECT_MULTI_STATE_VALUE_3000695,NAE08/FC-1.NAE8-T1-FEC56.Z2-OCC-MODE,Occupancy Status Display
OBJECT_MULTI_STATE_VALUE_3000698,NAE08/FC-1.NAE8-T1-FEC56.Z1-OCC-MODE,Occupancy Status Display
OBJECT_MULTI_STATE_VALUE_3000700,NAE08/FC-1.NAE8-T1-FEC56.OCC-SCHEDULE,Occupancy Schedule
OBJECT_MULTI_STATE_VALUE_3000712,NAE08/FC-1.NAE8-T1-VMA44.UNITEN-MODE,Unit Enable Mode
OBJECT_MULTI_STATE_VALUE_3000713,NAE08/FC-1.NAE8-T1-VMA44.SYSTEM-MODE,System Mode
OBJECT_MULTI_STATE_VALUE_3000719,NAE08/FC-1.NAE8-T1-VMA57.UNITEN-MODE,Unit Enable Mode
OBJECT_MULTI_STATE_VALUE_3000720,NAE08/FC-1.NAE8-T1-VMA57.SYSTEM-MODE,System Mode
OBJECT_MULTI_STATE_VALUE_3000726,NAE08/FC-1.NAE8-T1-VMA73.UNITEN-MODE,Unit Enable Mode
OBJECT_MULTI_STATE_VALUE_3000727,NAE08/FC-1.NAE8-T1-VMA73.SYSTEM-MODE,System Mode
OBJECT_MULTI_STATE_VALUE_3001024,NAE08/FC-1.9-UP-86.Z1-OCC-MODE,Occupancy Status Display
OBJECT_MULTI_STATE_VALUE_3001026,NAE08/FC-1.9-UP-86.Z2-OCC-MODE,Occupancy Status Display
OBJECT_MULTI_STATE_VALUE_3001028,NAE08/FC-1.9-UP-86.Z3-OCC-MODE,Occupancy Status Display
OBJECT_MULTI_STATE_VALUE_3001034,NAE08/FC-1.9-UP-86.ZNT-STATE,State
OBJECT_MULTI_STATE_VALUE_3001041,NAE08/FC-1.9-UP-86.SYSTEM-MODE,System Mode
OBJECT_MULTI_STATE_VALUE_3001046,NAE08/FC-1.9-UP-85.Z1-OCC-MODE,Occupancy Status Display
OBJECT_MULTI_STATE_VALUE_3001048,NAE08/FC-1.9-UP-85.Z2-OCC-MODE,Occupancy Status Display
OBJECT_MULTI_STATE_VALUE_3001059,NAE08/FC-1.9-UP-85.SYSTEM-MODE,System Mode
OBJECT_MULTI_STATE_VALUE_3001062,NAE08/FC-1.9-UP-84.Z1-OCC-MODE,Occupancy Status Display
OBJECT_MULTI_STATE_VALUE_3001072,NAE08/FC-1.9-UP-84.SYSTEM-MODE,System Mode
OBJECT_MULTI_STATE_VALUE_3001074,NAE08/FC-1.9-UP-83.Z1-OCC-MODE,Occupancy Status Display
OBJECT_MULTI_STATE_VALUE_3001084,NAE08/FC-1.9-UP-83.SYSTEM-MODE,System Mode
OBJECT_MULTI_STATE_VALUE_3001221,NAE08/FC-1.9-UP-87.OCC-MODE,Occupancy Status Display
OBJECT_MULTI_STATE_VALUE_3001223,NAE08/FC-1.9-UP-87.SYSTEM-MODE,System Mode
OBJECT_MULTI_STATE_VALUE_3001224,NAE08/FC-1.9-UP-87.UNITEN-MODE,Unit Enable Mode
OBJECT_MULTI_STATE_VALUE_3001665,NAE08/FC-1.7-UP-90.Z1-OCC-MODE,Occupancy Status Display
OBJECT_MULTI_STATE_VALUE_3001667,NAE08/FC-1.7-UP-90.Z2-OCC-MODE,Occupancy Status Display
OBJECT_MULTI_STATE_VALUE_3001669,NAE08/FC-1.7-UP-90.Z3-OCC-MODE,Occupancy Status Display
OBJECT_MULTI_STATE_VALUE_3001697,NAE08/FC-1.7-UP-90.OCC-SCHEDULE,Occupancy Schedule
OBJECT_MULTI_STATE_VALUE_3001710,NAE08/FC-1.7-UP-91.Z1-OCC-MODE,Occupancy Status Display
OBJECT_MULTI_STATE_VALUE_3001739,NAE08/FC-1.7-UP-91.OCC-SCHEDULE,Occupancy Schedule
OBJECT_MULTI_STATE_VALUE_3001751,NAE08/FC-1.7-UP-92.Z1-OCC-MODE,Occupancy Status Display
OBJECT_MULTI_STATE_VALUE_3001753,NAE08/FC-1.7-UP-92.Z2-OCC-MODE,Occupancy Status Display
OBJECT_MULTI_STATE_VALUE_3001755,NAE08/FC-1.7-UP-92.Z3-OCC-MODE,Occupancy Status Display
OBJECT_MULTI_STATE_VALUE_3001783,NAE08/FC-1.7-UP-92.OCC-SCHEDULE,Occupancy Schedule
OBJECT_MULTI_STATE_VALUE_3001945,NAE08/FC-1.9-UP-88.FAN-STATE,State
OBJECT_MULTI_STATE_VALUE_3002105,NAE08/FC-1.9-UP-88.SYSTEM-MODE,System Mode
OBJECT_MULTI_STATE_VALUE_3002106,NAE08/FC-1.9-UP-88.UNITEN-MODE,Unit Enable Mode
OBJECT_MULTI_STATE_VALUE_3002107,NAE08/FC-1.9-UP-89.SYSTEM-MODE,System Mode
OBJECT_MULTI_STATE_VALUE_3002108,NAE08/FC-1.9-UP-89.UNITEN-MODE,Unit Enable Mode
OBJECT_MULTI_STATE_VALUE_3002180,NAE08/FC-1.8-UP-100.Zone3 Mode,Zone 3 Mode
OBJECT_MULTI_STATE_VALUE_3002193,NAE08/FC-1.8-UP-100.ZNT-STATE,Zone Temperature State
OBJECT_MULTI_STATE_VALUE_3002197,NAE08/FC-1.8-UP-100.OCC-SCHEDULE,Occupancy Schedule
OBJECT_MULTI_STATE_VALUE_3002198,NAE08/FC-1.8-UP-100.SYSTEM-MODE,System Mode
